"Coliflor", 32.53, 415
"Naranja", 5.61, 1020
"Morrón", 2912.76, 630
"Uva", 718.22, 240
"Apio", 49.41, 285
"Morrón", 2910.44, 516
"Mandarina", 17.68, 810
"Brócoli", 351.96, 436
"Alcachofa", 156.17, 315
"Uva", 692.40, 240
"Sandía", 63.09, 1071
"Ajo", 924.00, 109
"Tomate", 726.90, 1080
"Sandía", 62.68, 909
"Frutilla", 300.26, 318
"Naranja", 10.27, 960
"Ciruela", 1034.88, 882
"Apio", 40.45, 294
"Zuccini", 75.09, 678
"Morrón", 2957.55, 534
"Durazno", 138.41, 720
"Alcachofa", 133.39, 312
"Tomate", 736.36, 972
"Kinoto", 29.02, 178
"Durazno", 169.67, 784
"Durazno", 178.72, 728
"Mandarina", 14.53, 1060
"Calabaza", 17.21, 688
"Lima", 1080.93, 172
"Pera", 167.63, 860
"Repollo", 5.76, 742
"Papa", 23.10, 1150
"Higo", 2429.27, 83
"Morrón", 2958.68, 690
"Palta", 1119.97, 468
"Zanahoria", 38.11, 690
"Lima", 1242.50, 212
"Ajo", 902.01, 116
"Zanahoria", 33.43, 720
"Lima", 1284.58, 172
"Pepino", 30.19, 590
"Papa", 21.23, 980
"Alcachofa", 163.15, 261
"Calabaza", 15.30, 648
"Choclo", 57.71, 351
"Kiwi", 416.91, 460
"Pomelo", 48.22, 783
"Tomate", 728.64, 999
"Higo", 2440.68, 87
"Cereza", 1045.57, 226
"Tomate", 753.17, 720
"Palta", 1145.14, 372
"Choclo", 49.92, 297
"Banana", 53.18, 1030
"Melón", 91.29, 360
"Mandarina", 26.26, 1050
"Lima", 1367.91, 222
"Lima", 1408.87, 166
"TomCherry", 562.02, 196
"Alcachofa", 138.26, 324
"Limon", 327.14, 693
"Rabanito", 208.69, 309
"Coliflor", 33.53, 525
"Lima", 1356.44, 222
"Naranja", 12.14, 1140
"Repollo", 5.77, 833
"Melón", 113.14, 468
"Lechuga", 32.76, 729
"Coliflor", 24.58, 595
"Tomate", 762.75, 981
"Cereza", 1045.53, 166
"TomCherry", 564.54, 204
"Papa", 15.23, 1120
"Durazno", 233.56, 640
"Naranja", 12.47, 970
"Cereza", 1075.91, 210
"Lima", 1017.98, 184
"Zuccini", 85.86, 492
"Melón", 97.94, 360
"Cereza", 1057.62, 194
"Choclo", 60.30, 312
"Naranja", 12.12, 930
"Lechuga", 32.52, 891
"Pera", 150.98, 1160
"Kiwi", 447.66, 352
"Kinoto", 25.16, 210
"Sandía", 61.65, 747
"Pera", 156.48, 950
"Acelga", 21.12, 783
"TomCherry", 557.36, 190
"Zanahoria", 34.19, 546
"Durazno", 156.97, 776
"Acelga", 12.26, 783
"Espárrago", 591.10, 230
"Pomelo", 53.44, 990
"Pomelo", 44.29, 1053
"Lima", 1384.91, 194
"Durazno", 178.57, 888
"Pera", 141.18, 950
"Kiwi", 405.62, 328
"Mandarina", 13.43, 860
"Palta", 1166.85, 408
"Lima", 1022.87, 204
"Limon", 324.11, 658
"Palta", 1109.80, 412
"Lima", 1028.69, 160
"Coliflor", 29.84, 535
"Repollo", 4.02, 721
"Batata", 22.46, 970
"Lechuga", 41.90, 1008
"Durazno", 239.53, 752
"Rabanito", 246.02, 249
"Higo", 2548.21, 104
"Tomate", 712.83, 792
"Champignon", 3662.40, 107
"Acelga", 18.53, 1071
"Repollo", 5.46, 595
"Pepino", 37.28, 400
"Caqui", 836.27, 86
"Ajo", 913.46, 90
"Choclo", 48.63, 276
"Frambuesa", 2074.98, 118
"Zuccini", 74.21, 504
"Batata", 15.81, 1000
"Durazno", 155.55, 952
"Lima", 1315.48, 214
"Higo", 2467.12, 108
"Manzana", 131.75, 800
"Acelga", 16.36, 774
"Champignon", 3544.54, 113
"Durazno", 141.93, 896
"Palta", 483.59, 595
"Limon", 293.85, 658
"Berenjena", 52.47, 702
"Lima", 1191.28, 234
"Morrón", 2925.53, 642
"Ciruela", 1021.48, 954
"Frambuesa", 2062.35, 91
"Naranja", 15.83, 900
"Pepino", 37.31, 555
"Cereza", 1034.83, 222
"Pomelo", 49.10, 720
"Durazno", 311.51, 952
"Limon", 325.07, 840
"Lechuga", 43.85, 810
"TomCherry", 576.08, 172
"Espárrago", 659.43, 184
"Morrón", 2883.12, 492
"Zanahoria", 32.71, 516
"Manzana", 151.58, 1150
"Batata", 21.46, 1110
"Cebolla", 65.93, 880
"Cereza", 1058.63, 190
"Uva", 697.69, 303
"Acelga", 16.17, 729
"Pera", 154.53, 1100
"TomCherry", 561.60, 172
"Naranja", 11.06, 850
"Acelga", 17.86, 891
"Brócoli", 374.80, 356
"Batata", 20.59, 840
"Higo", 2548.57, 102
"Cebolla", 75.21, 672
"Repollo", 5.82, 665
"Morrón", 2900.21, 714
"Melón", 114.38, 408
"Pera", 172.94, 1160
"Melón", 121.37, 340
"Pepino", 39.55, 495
"Brócoli", 352.92, 444
"Batata", 13.69, 1040
"Durazno", 136.68, 784
"Zuccini", 77.54, 714
"Banana", 64.08, 860
"Zanahoria", 43.39, 612
"Uva", 670.95, 345
"TomCherry", 583.02, 240
"Zuccini", 79.35, 672
"Limon", 315.64, 728
"Pepino", 30.08, 420
"Durazno", 267.04, 776
"Brócoli", 356.33, 412
"Banana", 62.13, 960
"Manzana", 131.73, 910
"Calabaza", 19.13, 848
"Batata", 19.31, 920
"Lima", 1223.03, 182
"Melón", 91.84, 448
"Mandarina", 33.13, 850
"Durazno", 157.38, 744
"Apio", 62.14, 333
"Apio", 51.87, 270
"Coliflor", 19.80, 460
"Mandarina", 33.06, 950
"Pepino", 40.90, 440
"Cereza", 1002.70, 186
"Apio", 56.44, 258
"Manzana", 122.10, 980
"Mandarina", 26.21, 1110
"Frambuesa", 2035.68, 119
"Lima", 1215.21, 172
"Ajo", 894.68, 81
"Kinoto", 43.05, 202
"Lima", 1041.80, 186
"Caqui", 836.96, 80
"Melón", 109.86, 436
"Apio", 55.64, 246
"Frambuesa", 2051.35, 104
"Lechuga", 45.70, 810
"Lima", 1026.30, 218
"Pomelo", 52.62, 837
"Naranja", 7.65, 970
"Higo", 2481.18, 95
"Manzana", 150.59, 940
"Acelga", 19.22, 1071
"Higo", 2449.81, 87
"TomCherry", 568.31, 222
"Choclo", 61.40, 282
"Caqui", 794.37, 118
"Berenjena", 38.58, 564
"Alcachofa", 134.41, 339
"Cereza", 1042.51, 234
"Calabaza", 18.65, 848
"Pomelo", 50.36, 1062
"Papa", 24.02, 930
"Frutilla", 299.91, 351
"Zanahoria", 27.26, 492
"Morrón", 2887.20, 498
"Brócoli", 356.61, 436
"Kiwi", 419.21, 340
"Lima", 1364.95, 200
"Lima", 1013.09, 192
"Repollo", 2.15, 630
"Manzana", 113.69, 1040
"Alcachofa", 155.17, 261
"Pomelo", 49.31, 918
"Kinoto", 32.71, 180
"Durazno", 183.76, 696
"Limon", 302.19, 651
"Melón", 99.95, 416
"Champignon", 3536.97, 118
"Banana", 68.64, 870
"Lechuga", 45.87, 792
"Pera", 153.89, 1080
"Lechuga", 49.66, 1071
"Lima", 1266.01, 190
"Tomate", 787.77, 846
"Zuccini", 98.81, 492
"Brócoli", 354.04, 324
"Banana", 42.90, 920
"Kiwi", 427.43, 448
"Pomelo", 57.34, 774
"Limon", 332.52, 658
"Limon", 313.83, 742
"Melón", 124.90, 416
"Coliflor", 36.13, 550
"Banana", 68.57, 1080
"Frambuesa", 2016.84, 89
"Papa", 19.04, 1030
"Durazno", 255.06, 864
"Brócoli", 359.51, 452
"Melón", 100.18, 408
"Choclo", 70.24, 351
"Rabanito", 221.16, 267
"Espárrago", 644.72, 186
"Lima", 1241.51, 236
"Durazno", 167.52, 672
"Limon", 325.38, 595
"Banana", 75.48, 990
"Lima", 1176.65, 172
"Lima", 1068.53, 200
"Uva", 733.05, 240
"Apio", 56.76, 246
"Durazno", 167.70, 648
"Lima", 1359.24, 216
"Champignon", 3624.34, 94
"Calabaza", 18.59, 776
"Frambuesa", 2010.62, 98
"Berenjena", 68.73, 696
"Naranja", 15.08, 940
"Alcachofa", 139.63, 303
"Palta", 488.84, 530
"Mandarina", 9.42, 1040
"Lima", 1412.34, 176
"Zanahoria", 30.29, 576
"Tomate", 735.68, 963
"Manzana", 151.04, 900
"Palta", 471.77, 555
"Batata", 18.40, 950
"Brócoli", 358.21, 328
"Rabanito", 209.98, 348
"TomCherry", 570.22, 236
"Apio", 63.17, 240
"Alcachofa", 154.38, 300
"Cereza", 1028.86, 240
"Pepino", 36.66, 460
"Cebolla", 61.05, 688
"Mandarina", 15.38, 1190
"Lima", 1431.58, 226
"Durazno", 180.23, 952
"Repollo", 7.06, 707
"Papa", 21.93, 900
"Limon", 306.60, 602
"Papa", 15.05, 940
"Berenjena", 53.75, 612
"Rabanito", 225.92, 243
"Espárrago", 632.39, 194
"Espárrago", 636.62, 188
"Pera", 164.89, 1100
"Sandía", 54.43, 1008
"Banana", 72.00, 1060
"Alcachofa", 153.26, 315
"Pomelo", 42.72, 720
"Berenjena", 57.85, 666
"Batata", 17.39, 1090
"Lima", 1366.08, 176
"Lima", 1010.90, 230
"Ajo", 894.12, 83
"Sandía", 51.15, 720
"Higo", 2427.30, 88
"Lima", 1355.75, 168
"Palta", 497.21, 530
"Berenjena", 51.71, 642
"Banana", 79.66, 990
"Ciruela", 988.51, 990
"Palta", 1166.58, 436
"Mandarina", 17.33, 810
"Kinoto", 31.30, 206
"Higo", 2435.45, 92
"Zuccini", 95.34, 564
"Sandía", 61.09, 774
"Lima", 1368.68, 180
"Berenjena", 56.44, 570
"Repollo", 3.54, 714
"Kiwi", 408.77, 336
"Kiwi", 429.14, 360
"Frutilla", 303.82, 258
"Calabaza", 20.73, 656
"Durazno", 300.02, 776
"Limon", 362.02, 707
"Mandarina", 26.81, 1020
"Frambuesa", 2099.31, 86
"Uva", 688.81, 309
"Berenjena", 59.11, 582
"Melón", 103.98, 420
"Rabanito", 236.03, 240
"Sandía", 47.94, 900
"Banana", 71.62, 930
"Alcachofa", 125.26, 258
"Zanahoria", 38.86, 522
"Pera", 147.01, 1030
"Brócoli", 360.04, 416
"Durazno", 277.13, 712
"Zanahoria", 32.78, 594
"Limon", 348.20, 700
"Kinoto", 41.08, 216
"Alcachofa", 147.94, 309
"Zanahoria", 44.09, 480
"Lima", 1243.74, 232
"Calabaza", 17.16, 952
"Ciruela", 952.65, 774
"Durazno", 131.27, 656
"Zuccini", 79.63, 576
"Papa", 11.92, 820
"Sandía", 55.93, 936
"Sandía", 59.87, 918
"Tomate", 717.96, 1008
"Kinoto", 37.16, 190
"Batata", 19.52, 830
"Espárrago", 614.44, 186
"Brócoli", 369.76, 460
"Durazno", 245.57, 744
"Berenjena", 50.51, 654
"Lima", 1363.18, 218
"Sandía", 53.10, 1044
"Palta", 518.25, 510
"Ajo", 878.89, 85
"Cebolla", 69.13, 704
"Choclo", 54.35, 306
"Mandarina", 19.89, 990
"Choclo", 67.09, 264
"Uva", 700.39, 243
"Palta", 1154.08, 340
"Durazno", 146.89, 840
"Caqui", 763.99, 82
"Higo", 2536.75, 91
"Papa", 21.35, 960
"Kinoto", 37.51, 210
"Champignon", 3536.33, 109
"Melón", 121.78, 460
"Frambuesa", 2061.05, 86
"Cebolla", 65.16, 800
"Lechuga", 36.22, 972
"Palta", 518.57, 490
"Caqui", 811.39, 108
"Repollo", 6.23, 770
"Caqui", 826.51, 103
"Pomelo", 50.80, 729
"Acelga", 18.45, 774
"Zuccini", 65.36, 642
"Caqui", 861.29, 115
"TomCherry", 537.51, 180
"Batata", 12.39, 940
"Limon", 323.92, 749
"Palta", 1169.93, 392
"Manzana", 132.76, 1050
"Banana", 69.77, 1060
"Morrón", 2899.90, 498
"Caqui", 872.90, 111
"Champignon", 3544.71, 80
"Pomelo", 41.30, 1062
"Lima", 1213.04, 170
"Cereza", 1056.43, 240
"Manzana", 141.31, 1130
"Tomate", 693.45, 810
"Banana", 64.44, 830
"Mandarina", 24.65, 1140
"Mandarina", 18.93, 1040
"Ajo", 892.05, 120
"Brócoli", 373.63, 352
"Frutilla", 293.22, 261
"Lima", 1380.58, 216
"Palta", 469.79, 450
"Uva", 683.11, 360
"Berenjena", 43.52, 714
"Kinoto", 27.36, 166
"Cereza", 1061.81, 224
"Lima", 1376.53, 206
"Durazno", 280.80, 920
"Champignon", 3514.93, 109
"Rabanito", 209.77, 285
"Lima", 1455.03, 176
"Berenjena", 60.14, 636
"Ajo", 925.97, 119
"Papa", 19.24, 1130
"Limon", 340.95, 693
"Morrón", 2877.35, 522
"Lechuga", 31.13, 891
"Brócoli", 362.60, 440
"Alcachofa", 143.35, 330
"Lechuga", 41.20, 1044
"Ciruela", 951.93, 720
"Espárrago", 627.45, 180
"Ciruela", 943.90, 873
"Morrón", 2923.39, 714
"Apio", 64.89, 318
"Pomelo", 38.18, 963
"Cebolla", 55.79, 656
"Pera", 163.05, 900
"Naranja", 10.14, 1160
"Batata", 16.97, 1000
"Ajo", 878.63, 119
"Tomate", 712.05, 792
"Palta", 485.88, 565
"Zanahoria", 35.27, 684
"Pepino", 31.13, 560
"Caqui", 861.81, 93
"Melón", 110.76, 332
"Durazno", 150.40, 640
"Uva", 756.46, 333
"Lima", 1218.79, 166
"Papa", 23.07, 970
"Durazno", 173.90, 664
"Manzana", 149.06, 850
"Frambuesa", 2088.54, 115
"Repollo", 6.47, 700
"Coliflor", 28.16, 430
"Coliflor", 27.71, 425
"Choclo", 58.09, 327
"Espárrago", 628.65, 224
"Lechuga", 43.45, 954
"Lima", 1247.88, 202
"Banana", 47.73, 1150
"Mandarina", 15.10, 1200
"Mandarina", 24.58, 1040
"Ciruela", 970.58, 783
"Lima", 1365.21, 198
"Pomelo", 54.51, 963
"Durazno", 138.57, 800
"Lima", 1009.43, 180
"Espárrago", 618.18, 234
"Champignon", 3729.06, 95
"Banana", 58.38, 1030
"Repollo", 6.86, 658
"Palta", 1177.59, 368
"Caqui", 800.76, 116
"Frutilla", 294.68, 276
"Uva", 690.01, 333
"Manzana", 142.89, 1200
"Cereza", 1011.00, 188
"Champignon", 3589.44, 84
"Acelga", 20.06, 945
"Kiwi", 429.23, 456
"Pera", 145.23, 830
"Pepino", 42.22, 420
"Papa", 24.33, 810
"Ajo", 845.01, 80
"Kinoto", 24.70, 206
"Mandarina", 15.25, 930
"Morrón", 3062.97, 720
"Espárrago", 647.98, 182
"Acelga", 21.69, 945
"Naranja", 9.77, 890
"Higo", 2585.39, 99
"Acelga", 26.87, 1017
"Durazno", 167.50, 752
"Cereza", 1074.97, 192
"Lima", 1166.30, 198
"Alcachofa", 174.16, 306
"Limon", 330.13, 581
"Durazno", 270.41, 848
"Kiwi", 431.22, 476
"Lechuga", 42.73, 954
"Cereza", 1061.04, 204
"Tomate", 732.31, 801
"Limon", 294.13, 791
"Calabaza", 15.09, 704
"Durazno", 264.56, 832
"Apio", 49.95, 282
"Manzana", 129.94, 1010
"Lechuga", 55.72, 954
"Ajo", 946.19, 97
"Coliflor", 36.21, 490
"Rabanito", 230.98, 288
"Lima", 1167.48, 164
"Naranja", 16.21, 970
"Alcachofa", 148.10, 339
"Mandarina", 24.40, 940
"Cebolla", 61.46, 872
"Coliflor", 44.46, 565
"Kinoto", 33.17, 234
"Tomate", 704.80, 792
"Papa", 18.24, 1190
"Kiwi", 485.04, 424
"Pera", 155.52, 980
"Cebolla", 75.79, 872
"Rabanito", 217.63, 345
"Frutilla", 275.95, 324
"Mandarina", 21.19, 980
"Zanahoria", 37.67, 642
"TomCherry", 537.16, 208
"Coliflor", 26.28, 565
"Durazno", 149.60, 688
"Batata", 18.56, 930
"Naranja", 18.02, 1190
"Champignon", 3667.72, 104
"Repollo", 4.31, 749
"Pomelo", 49.81, 936
"Ciruela", 929.89, 918
"Batata", 27.21, 980
"Frutilla", 300.59, 246
"Choclo", 63.76, 267
"Uva", 760.69, 354
"Pepino", 40.60, 520
"Naranja", 10.52, 990
"Ciruela", 940.04, 936
"Apio", 60.69, 306
"TomCherry", 579.98, 174
"Zanahoria", 22.35, 510
"Banana", 62.24, 840
"Higo", 2425.40, 119
"Kiwi", 402.49, 388
"Manzana", 138.03, 1010
"Ciruela", 968.23, 1053
"Ajo", 959.32, 116
"Durazno", 201.45, 848
"Alcachofa", 157.53, 288
"Papa", 10.20, 1050
"Durazno", 185.01, 768
"Rabanito", 220.94, 294
"Lima", 1040.21, 236
"Tomate", 721.68, 918
"Coliflor", 39.62, 475
"Papa", 21.70, 900
"Higo", 2519.85, 93
"Kiwi", 445.24, 476
"Durazno", 293.81, 664
"Higo", 2448.68, 112
"Zuccini", 72.18, 570
"Champignon", 3640.12, 113
"Palta", 1111.96, 336
"Kiwi", 454.99, 420
"Morrón", 2962.68, 696
"Calabaza", 14.77, 952
"Lechuga", 42.60, 1080
"Manzana", 140.82, 1170
"Cereza", 1085.02, 176
"Rabanito", 215.11, 255
"Banana", 82.45, 970
"Palta", 479.19, 475
"Alcachofa", 173.99, 321
"Calabaza", 16.01, 648
"Papa", 10.08, 920
"Naranja", 27.17, 950
"Pepino", 33.17, 510
"Durazno", 276.93, 952
"Higo", 2429.29, 105
"Calabaza", 23.19, 920
"Naranja", 6.67, 1100
"Zuccini", 101.69, 498
"Mandarina", 28.38, 810
"Uva", 689.03, 285
"Lechuga", 38.23, 1080
"Zuccini", 84.95, 618
"Acelga", 14.55, 1071
"Pera", 158.80, 870
"Uva", 712.34, 327
"Frutilla", 326.29, 318
"Cebolla", 61.20, 792
"Melón", 92.56, 368
"Acelga", 17.28, 720
"Naranja", 10.14, 1140
"Acelga", 19.38, 720
"Batata", 24.71, 1010
"Cereza", 981.71, 194
"Espárrago", 652.47, 194
"Zanahoria", 32.42, 576
"Higo", 2471.98, 120
"Zuccini", 97.53, 648
"Batata", 23.70, 800
"Mandarina", 15.32, 930
"Acelga", 16.43, 999
"Palta", 1124.32, 424
"Naranja", 16.79, 940
"Palta", 1165.35, 440
"Tomate", 711.45, 801
"Zuccini", 102.88, 588
"Durazno", 180.67, 784
"Morrón", 2956.43, 486
"Rabanito", 252.06, 315
"Zanahoria", 43.83, 708
"Coliflor", 37.39, 460
"Frambuesa", 2051.65, 87
"Apio", 55.14, 273
"Palta", 475.78, 550
"Mandarina", 19.53, 990
"Lechuga", 33.89, 1053
"Manzana", 138.96, 970
"Manzana", 133.54, 820
"Palta", 1141.31, 352
"Rabanito", 223.81, 243
"Cereza", 1013.77, 178
"Pera", 148.41, 1030
"Repollo", 6.60, 777
"Durazno", 273.87, 776
"Pepino", 38.17, 505
"Papa", 11.45, 1100
"Kiwi", 409.63, 384
"Limon", 306.90, 742
"Frambuesa", 2088.76, 107
"Ajo", 897.28, 103
"Palta", 476.45, 435
"Tomate", 717.14, 873
"Pera", 152.08, 910
"Melón", 107.39, 372
"Repollo", 5.10, 819
"Cebolla", 70.56, 664
"Palta", 1196.34, 376
"Cebolla", 61.42, 832
"Higo", 2465.66, 92
"Kinoto", 25.96, 162
"Caqui", 854.68, 90
"Mandarina", 19.60, 1110
"Repollo", 5.85, 798
"Lechuga", 33.82, 945
"Pera", 134.09, 920
"Mandarina", 10.16, 900
"Cebolla", 67.58, 672
"Melón", 113.67, 328
"Naranja", 5.13, 1010
"Lechuga", 40.40, 990
"Lima", 1187.14, 162
"Espárrago", 630.66, 200
"Calabaza", 22.18, 896
"Manzana", 134.74, 970
"TomCherry", 566.09, 238
"Palta", 495.49, 560
"Lima", 1389.44, 192
"Acelga", 23.20, 738
"Kinoto", 34.83, 236
"Morrón", 2975.47, 522
"Higo", 2518.50, 87
"Pera", 152.81, 830
"Naranja", 15.65, 890
"Brócoli", 340.62, 348
"Frutilla", 286.79, 261
"Tomate", 755.90, 720
"Frutilla", 294.62, 342
"Durazno", 140.05, 664
"Apio", 67.69, 252
"Limon", 338.42, 609
"Apio", 50.38, 267
"Melón", 107.70, 388
"Frambuesa", 2058.02, 101
"Palta", 501.60, 555
"Morrón", 2935.79, 696
"Lechuga", 30.19, 1044
"Durazno", 154.85, 656
"Banana", 73.07, 880
"Banana", 53.19, 920
"Sandía", 52.20, 855
"Lima", 1375.54, 174
